"Time (s) Run #1";"Angle, Ch 1+2 (rad) Run #1";"Angle, Ch 3+4 (rad) Run #1";"Output Voltage (V) Run #1";"Output Current (A) Run #1";"Time (s) Run #2";"Angle, Ch 1+2 (rad) Run #2";"Angle, Ch 3+4 (rad) Run #2";"Output Voltage (V) Run #2";"Output Current (A) Run #2";"Time (s) Run #3";"Angle, Ch 1+2 (rad) Run #3";"Angle, Ch 3+4 (rad) Run #3";"Output Voltage (V) Run #3";"Output Current (A) Run #3";"Time (s) Run #4";"Angle, Ch 1+2 (rad) Run #4";"Angle, Ch 3+4 (rad) Run #4";"Output Voltage (V) Run #4";"Output Current (A) Run #4";"Time (s) Run #5";"Angle, Ch 1+2 (rad) Run #5";"Angle, Ch 3+4 (rad) Run #5";"Output Voltage (V) Run #5";"Output Current (A) Run #5";"Time (s) Run #6";"Angle, Ch 1+2 (rad) Run #6";"Angle, Ch 3+4 (rad) Run #6";"Output Voltage (V) Run #6";"Output Current (A) Run #6";"Time (s) Run #7";"Angle, Ch 1+2 (rad) Run #7";"Angle, Ch 3+4 (rad) Run #7";"Output Voltage (V) Run #7";"Output Current (A) Run #7";"Time (s) Run #8";"Angle, Ch 1+2 (rad) Run #8";"Angle, Ch 3+4 (rad) Run #8";"Output Voltage (V) Run #8";"Output Current (A) Run #8";"Time (s) Run #9";"Angle, Ch 1+2 (rad) Run #9";"Angle, Ch 3+4 (rad) Run #9";"Output Voltage (V) Run #9";"Output Current (A) Run #9";"Time (s) Run #10";"Angle, Ch 1+2 (rad) Run #10";"Angle, Ch 3+4 (rad) Run #10";"Output Voltage (V) Run #10";"Output Current (A) Run #10";"Time (s) Run #11";"Angle, Ch 1+2 (rad) Run #11";"Angle, Ch 3+4 (rad) Run #11";"Output Voltage (V) Run #11";"Output Current (A) Run #11";"Time (s) Run #12";"Angle, Ch 1+2 (rad) Run #12";"Angle, Ch 3+4 (rad) Run #12";"Output Voltage (V) Run #12";"Output Current (A) Run #12";"Time (s) Run #13";"Angle, Ch 1+2 (rad) Run #13";"Angle, Ch 3+4 (rad) Run #13";"Output Voltage (V) Run #13";"Output Current (A) Run #13";"Time (s) Run #14";"Angle, Ch 1+2 (rad) Run #14";"Angle, Ch 3+4 (rad) Run #14";"Output Voltage (V) Run #14";"Output Current (A) Run #14";"Time (s) Run #15";"Angle, Ch 1+2 (rad) Run #15";"Angle, Ch 3+4 (rad) Run #15";"Output Voltage (V) Run #15";"Output Current (A) Run #15";"Time (s) Run #16";"Angle, Ch 1+2 (rad) Run #16";"Angle, Ch 3+4 (rad) Run #16";"Output Voltage (V) Run #16";"Output Current (A) Run #16";"Time (s) Run #17";"Angle, Ch 1+2 (rad) Run #17";"Angle, Ch 3+4 (rad) Run #17";"Output Voltage (V) Run #17";"Output Current (A) Run #17";"Time (s) Run #18";"Angle, Ch 1+2 (rad) Run #18";"Angle, Ch 3+4 (rad) Run #18";"Output Voltage (V) Run #18";"Output Current (A) Run #18";"Time (s) Run #19";"Angle, Ch 1+2 (rad) Run #19";"Angle, Ch 3+4 (rad) Run #19";"Output Voltage (V) Run #19";"Output Current (A) Run #19";"Time (s) Run #20";"Angle, Ch 1+2 (rad) Run #20";"Angle, Ch 3+4 (rad) Run #20";"Output Voltage (V) Run #20";"Output Current (A) Run #20";"Time (s) Run #21";"Angle, Ch 1+2 (rad) Run #21";"Angle, Ch 3+4 (rad) Run #21";"Output Voltage (V) Run #21";"Output Current (A) Run #21";"Time (s) Run #22";"Angle, Ch 1+2 (rad) Run #22";"Angle, Ch 3+4 (rad) Run #22";"Output Voltage (V) Run #22";"Output Current (A) Run #22";"Time (s) Run #23";"Angle, Ch 1+2 (rad) Run #23";"Angle, Ch 3+4 (rad) Run #23";"Output Voltage (V) Run #23";"Output Current (A) Run #23";"Time (s) Run #24";"Angle, Ch 1+2 (rad) Run #24";"Angle, Ch 3+4 (rad) Run #24";"Output Voltage (V) Run #24";"Output Current (A) Run #24"
0,500;0,105;2,269;3,999;0,225;0,500;-1,152;0,506;3,999;0,223;0,500;-1,763;-0,035;3,999;0,221;0,500;1,728;-0,384;4,747;0,271;0,500;-0,401;2,304;4,747;0,239;0,500;0,663;-2,391;4,747;0,260;0,500;0,803;2,077;4,995;0,255;0,500;-0,524;2,566;4,995;0,244;0,500;-1,152;1,292;4,995;0,241;0,500;-1,030;-2,059;4,500;0,240;0,500;-1,379;-1,204;4,499;0,238;0,500;1,030;2,129;4,500;0,244;0,500;-0,524;-2,461;4,601;0,249;0,500;0,227;-2,426;4,601;0,255;0,500;0,716;-2,234;4,601;0,246;0,500;1,937;-0,681;4,551;0,261;0,500;-0,489;-2,443;4,550;0,247;0,500;-1,571;0,209;4,550;0,229;0,500;1,326;1,379;4,521;0,243;0,500;1,379;0,646;4,521;0,252;0,500;-1,466;-0,977;4,521;0,236;0,500;-1,745;-0,332;4,507;0,238;0,500;-0,471;2,129;4,507;0,224;0,500;-0,349;2,461;4,507;0,231
0,550;0,157;2,443;3,999;0,225;0,550;-1,082;0,750;3,999;0,223;0,550;-1,763;0,192;3,999;0,223;0,550;1,728;-0,698;4,747;0,269;0,550;-0,175;2,496;4,747;0,243;0,550;0,401;-2,531;4,747;0,260;0,550;0,995;1,833;4,995;0,262;0,550;-0,279;2,653;4,995;0,246;0,550;-0,838;1,606;4,995;0,237;0,550;-1,222;-1,990;4,500;0,236;0,550;-1,484;-1,012;4,499;0,233;0,550;1,222;1,990;4,500;0,246;0,550;-0,803;-2,443;4,601;0,244;0,550;0,000;-2,566;4,601;0,247;0,550;0,506;-2,409;4,601;0,259;0,550;1,990;-0,977;4,551;0,260;0,550;-0,681;-2,443;4,550;0,237;0,550;-1,588;0,506;4,550;0,229;0,550;1,431;1,152;4,521;0,251;0,550;1,536;0,367;4,521;0,256;0,550;-1,588;-0,768;4,521;0,226;0,550;-1,815;-0,070;4,507;0,221;0,550;-0,297;2,356;4,507;0,226;0,550;-0,122;2,601;4,506;0,230
0,600;0,175;2,566;3,999;0,230;0,600;-0,960;1,030;3,999;0,220;0,600;-1,710;0,454;3,999;0,219;0,600;1,641;-0,977;4,747;0,267;0,600;0,105;2,618;4,747;0,247;0,600;0,087;-2,618;4,747;0,256;0,600;1,169;1,536;4,995;0,265;0,600;0,035;2,653;4,995;0,245;0,600;-0,436;1,885;4,995;0,240;0,600;-1,379;-1,833;4,499;0,237;0,600;-1,571;-0,768;4,499;0,233;0,600;1,396;1,763;4,500;0,254;0,600;-1,082;-2,356;4,601;0,242;0,600;-0,244;-2,653;4,601;0,247;0,600;0,262;-2,548;4,601;0,245;0,600;1,972;-1,257;4,551;0,257;0,600;-0,873;-2,391;4,550;0,236;0,600;-1,553;0,820;4,550;0,227;0,600;1,501;0,890;4,521;0,264;0,600;1,641;0,052;4,521;0,256;0,600;-1,641;-0,506;4,521;0,226;0,600;-1,833;0,209;4,507;0,231;0,600;-0,105;2,531;4,507;0,233;0,600;0,140;2,653;4,507;0,231
0,650;0,175;2,635;3,999;0,228;0,650;-0,803;1,292;3,999;0,218;0,650;-1,588;0,716;3,999;0,220;0,650;1,501;-1,239;4,747;0,269;0,650;0,401;2,653;4,747;0,243;0,650;-0,244;-2,635;4,747;0,249;0,650;1,292;1,204;4,995;0,270;0,650;0,349;2,531;4,995;0,252;0,650;0,000;2,094;4,995;0,241;0,650;-1,518;-1,658;4,500;0,234;0,650;-1,606;-0,489;4,499;0,231;0,650;1,536;1,501;4,499;0,252;0,650;-1,361;-2,217;4,601;0,239;0,650;-0,524;-2,670;4,601;0,242;0,650;-0,017;-2,618;4,601;0,234;0,650;1,868;-1,484;4,551;0,257;0,650;-1,047;-2,286;4,550;0,238;0,650;-1,466;1,134;4,550;0,231;0,650;1,501;0,593;4,521;0,271;0,650;1,693;-0,244;4,521;0,257;0,650;-1,641;-0,227;4,521;0,229;0,650;-1,763;0,506;4,507;0,230;0,650;0,140;2,618;4,507;0,231;0,650;0,436;2,635;4,507;0,236
0,700;0,175;2,635;3,999;0,229;0,700;-0,611;1,553;3,999;0,224;0,700;-1,431;0,977;3,999;0,220;0,700;1,292;-1,449;4,747;0,262;0,700;0,716;2,583;4,747;0,253;0,700;-0,576;-2,583;4,747;0,243;0,700;1,379;0,873;4,995;0,268;0,700;0,698;2,321;4,995;0,254;0,700;0,471;2,217;4,995;0,244;0,700;-1,623;-1,414;4,499;0,233;0,700;-1,571;-0,192;4,499;0,234;0,700;1,623;1,222;4,500;0,259;0,700;-1,606;-2,007;4,601;0,237;0,700;-0,803;-2,618;4,601;0,240;0,700;-0,314;-2,653;4,601;0,232;0,700;1,710;-1,676;4,551;0,254;0,700;-1,222;-2,129;4,550;0,230;0,700;-1,326;1,414;4,550;0,230;0,700;1,466;0,297;4,521;0,253;0,700;1,676;-0,524;4,521;0,257;0,700;-1,588;0,070;4,521;0,228;0,700;-1,658;0,820;4,507;0,233;0,700;0,401;2,635;4,507;0,243;0,700;0,750;2,513;4,506;0,242
0,750;0,175;2,583;3,999;0,237;0,750;-0,384;1,780;3,999;0,222;0,750;-1,222;1,239;3,999;0,221;0,750;1,012;-1,588;4,747;0,264;0,750;1,030;2,426;4,747;0,254;0,750;-0,925;-2,478;4,747;0,247;0,750;1,396;0,541;4,995;0,273;0,750;1,012;2,042;4,995;0,262;0,750;0,977;2,217;4,995;0,245;0,750;-1,658;-1,134;4,499;0,230;0,750;-1,501;0,122;4,499;0,229;0,750;1,658;0,925;4,500;0,258;0,750;-1,815;-1,780;4,601;0,233;0,750;-1,065;-2,513;4,601;0,242;0,750;-0,628;-2,618;4,601;0,230;0,750;1,501;-1,815;4,551;0,252;0,750;-1,344;-1,920;4,550;0,233;0,750;-1,117;1,658;4,550;0,230;0,750;1,379;0,000;4,521;0,258;0,750;1,588;-0,768;4,521;0,252;0,750;-1,466;0,367;4,521;0,227;0,750;-1,466;1,100;4,506;0,227;0,750;0,681;2,566;4,507;0,239;0,750;1,065;2,339;4,507;0,242
0,800;0,175;2,478;3,999;0,236;0,800;-0,122;1,990;3,999;0,221;0,800;-0,960;1,484;3,999;0,223;0,800;0,698;-1,676;4,747;0,254;0,800;1,309;2,182;4,747;0,259;0,800;-1,239;-2,304;4,747;0,240;0,800;1,344;0,244;4,995;0,268;0,800;1,292;1,728;4,995;0,265;0,800;1,449;2,129;4,995;0,250;0,800;-1,658;-0,838;4,499;0,230;0,800;-1,361;0,419;4,499;0,233;0,800;1,623;0,628;4,500;0,258;0,800;-1,955;-1,484;4,601;0,236;0,800;-1,292;-2,356;4,601;0,237;0,800;-0,925;-2,531;4,601;0,246;0,800;1,222;-1,902;4,551;0,248;0,800;-1,449;-1,676;4,550;0,231;0,800;-0,873;1,833;4,550;0,228;0,800;1,257;-0,262;4,521;0,257;0,800;1,449;-0,960;4,521;0,251;0,800;-1,309;0,663;4,521;0,228;0,800;-1,239;1,344;4,507;0,224;0,800;0,942;2,426;4,507;0,238;0,800;1,344;2,094;4,507;0,249
0,850;0,175;2,304;3,999;0,244;0,850;0,157;2,147;3,999;0,222;0,850;-0,681;1,693;3,999;0,221;0,850;0,349;-1,693;4,747;0,252;0,850;1,553;1,902;4,747;0,264;0,850;-1,518;-2,059;4,747;0,243;0,850;1,239;0,000;4,995;0,268;0,850;1,518;1,396;4,995;0,268;0,850;1,885;1,937;4,995;0,258;0,850;-1,588;-0,541;4,499;0,232;0,850;-1,187;0,698;4,499;0,235;0,850;1,518;0,349;4,500;0,263;0,850;-2,025;-1,187;4,601;0,236;0,850;-1,501;-2,147;4,601;0,235;0,850;-1,204;-2,391;4,601;0,228;0,850;0,942;-1,937;4,550;0,244;0,850;-1,501;-1,396;4,550;0,233;0,850;-0,576;1,920;4,550;0,235;0,850;1,065;-0,489;4,521;0,252;0,850;1,257;-1,117;4,521;0,249;0,850;-1,117;0,908;4,521;0,230;0,850;-0,942;1,553;4,507;0,232;0,850;1,204;2,217;4,507;0,246;0,850;1,588;1,815;4,507;0,253
0,900;0,175;2,094;3,999;0,244;0,900;0,436;2,234;3,999;0,221;0,900;-0,349;1,868;3,999;0,220;0,900;-0,017;-1,641;4,747;0,246;0,900;1,728;1,606;4,747;0,266;0,900;-1,728;-1,798;4,747;0,239;0,900;1,065;-0,192;4,995;0,266;0,900;1,676;1,065;4,995;0,269;0,900;2,269;1,658;4,995;0,262;0,900;-1,466;-0,227;4,499;0,232;0,900;-0,960;0,925;4,499;0,230;0,900;1,361;0,087;4,500;0,256;0,900;-2,025;-0,855;4,601;0,234;0,900;-1,641;-1,885;4,601;0,233;0,900;-1,431;-2,217;4,601;0,232;0,900;0,611;-1,902;4,550;0,242;0,900;-1,484;-1,082;4,550;0,229;0,900;-0,244;1,937;4,550;0,237;0,900;0,855;-0,681;4,521;0,249;0,900;1,030;-1,239;4,521;0,246;0,900;-0,873;1,134;4,521;0,228;0,900;-0,628;1,676;4,507;0,235;0,900;1,414;1,955;4,507;0,251;0,900;1,763;1,518;4,507;0,255
0,950;0,175;1,868;3,999;0,242;0,950;0,733;2,286;3,999;0,228;0,950;0,000;1,972;3,999;0,224;0,950;-0,367;-1,536;4,747;0,248;0,950;1,833;1,274;4,747;0,267;0,950;-1,868;-1,484;4,747;0,240;0,950;0,820;-0,314;4,995;0,258;0,950;1,728;0,750;4,995;0,271;0,950;2,548;1,344;4,995;0,271;0,950;-1,292;0,052;4,499;0,231;0,950;-0,698;1,082;4,499;0,237;0,950;1,134;-0,122;4,500;0,254;0,950;-1,920;-0,559;4,601;0,236;0,950;-1,728;-1,588;4,601;0,233;0,950;-1,623;-1,990;4,601;0,228;0,950;0,279;-1,798;4,550;0,233;0,950;-1,414;-0,785;4,550;0,233;0,950;0,087;1,885;4,550;0,238;0,950;0,628;-0,820;4,521;0,249;0,950;0,785;-1,274;4,521;0,245;0,950;-0,593;1,274;4,521;0,229;0,950;-0,262;1,728;4,506;0,230;0,950;1,588;1,676;4,507;0,254;0,950;1,868;1,222;4,507;0,258
1,000;0,175;1,606;3,999;0,249;1,000;1,012;2,251;3,999;0,231;1,000;0,332;2,025;3,999;0,227;1,000;-0,716;-1,361;4,747;0,242;1,000;1,850;0,960;4,747;0,267;1,000;-1,920;-1,152;4,747;0,235;1,000;0,541;-0,367;4,995;0,257;1,000;1,693;0,471;4,995;0,268;1,000;2,723;1,012;4,995;0,268;1,000;-1,065;0,279;4,499;0,231;1,000;-0,384;1,169;4,499;0,233;1,000;0,855;-0,279;4,500;0,253;1,000;-1,763;-0,262;4,601;0,235;1,000;-1,728;-1,274;4,601;0,234;1,000;-1,728;-1,728;4,601;0,215;1,000;-0,052;-1,641;4,550;0,235;1,000;-1,292;-0,489;4,550;0,229;1,000;0,436;1,728;4,550;0,243;1,000;0,367;-0,925;4,521;0,245;1,000;0,489;-1,274;4,521;0,236;1,000;-0,297;1,344;4,521;0,234;1,000;0,105;1,710;4,507;0,239;1,000;1,693;1,379;4,507;0,255;1,000;1,868;0,925;4,507;0,256
1,050;0,175;1,344;3,999;0,246;1,050;1,257;2,182;3,999;0,232;1,050;0,663;2,007;3,999;0,227;1,050;-1,012;-1,134;4,747;0,244;1,050;1,780;0,681;4,747;0,265;1,050;-1,868;-0,820;4,747;0,240;1,050;0,227;-0,349;4,995;0,248;1,050;1,553;0,262;4,995;0,261;1,050;2,740;0,663;4,995;0,270;1,050;-0,785;0,454;4,499;0,233;1,050;-0,070;1,152;4,499;0,241;1,050;0,559;-0,401;4,500;0,248;1,050;-1,518;-0,035;4,601;0,237;1,050;-1,676;-0,960;4,601;0,235;1,050;-1,780;-1,449;4,601;0,233;1,050;-0,367;-1,449;4,550;0,236;1,050;-1,117;-0,227;4,550;0,228;1,050;0,750;1,518;4,550;0,252;1,050;0,105;-0,977;4,521;0,233;1,050;0,175;-1,204;4,521;0,235;1,050;0,017;1,344;4,521;0,234;1,050;0,471;1,606;4,507;0,239;1,050;1,710;1,082;4,507;0,255;1,050;1,780;0,663;4,507;0,258
1,100;0,157;1,100;3,999;0,249;1,100;1,449;2,042;3,999;0,235;1,100;0,960;1,920;3,999;0,233;1,100;-1,257;-0,855;4,747;0,241;1,100;1,606;0,436;4,747;0,267;1,100;-1,710;-0,524;4,747;0,240;1,100;-0,105;-0,244;4,995;0,247;1,100;1,309;0,105;4,995;0,260;1,100;2,635;0,349;4,995;0,271;1,100;-0,471;0,559;4,499;0,237;1,100;0,262;1,065;4,499;0,245;1,100;0,227;-0,454;4,500;0,246;1,100;-1,204;0,122;4,601;0,237;1,100;-1,536;-0,663;4,601;0,234;1,100;-1,728;-1,169;4,601;0,227;1,100;-0,646;-1,204;4,550;0,231;1,100;-0,890;0,000;4,550;0,233;1,100;1,030;1,257;4,550;0,253;1,100;-0,175;-0,960;4,521;0,234;1,100;-0,140;-1,082;4,521;0,235;1,100;0,332;1,257;4,521;0,241;1,100;0,820;1,431;4,507;0,246;1,100;1,641;0,803;4,507;0,258;1,100;1,606;0,436;4,507;0,258
1,150;0,140;0,855;3,999;0,249;1,150;1,588;1,850;3,999;0,241;1,150;1,204;1,780;3,999;0,236;1,150;-1,414;-0,541;4,747;0,245;1,150;1,344;0,227;4,747;0,259;1,150;-1,466;-0,279;4,747;0,244;1,150;-0,419;-0,087;4,995;0,245;1,150;0,995;0,017;4,995;0,257;1,150;2,391;0,070;4,995;0,271;1,150;-0,140;0,576;4,499;0,238;1,150;0,576;0,908;4,499;0,244;1,150;-0,122;-0,454;4,500;0,239;1,150;-0,838;0,209;4,601;0,238;1,150;-1,326;-0,384;4,601;0,231;1,150;-1,606;-0,873;4,601;0,219;1,150;-0,838;-0,908;4,550;0,234;1,150;-0,611;0,140;4,550;0,234;1,150;1,239;0,977;4,550;0,255;1,150;-0,436;-0,908;4,521;0,234;1,150;-0,454;-0,908;4,521;0,231;1,150;0,628;1,117;4,521;0,239;1,150;1,117;1,204;4,507;0,247;1,150;1,484;0,559;4,507;0,258;1,150;1,344;0,244;4,507;0,252
1,200;0,105;0,628;3,999;0,245;1,200;1,658;1,641;3,999;0,250;1,200;1,379;1,606;3,999;0,241;1,200;-1,449;-0,209;4,747;0,239;1,200;0,995;0,087;4,747;0,258;1,200;-1,134;-0,087;4,747;0,242;1,200;-0,733;0,140;4,995;0,245;1,200;0,611;0,000;4,995;0,252;1,200;2,025;-0,157;4,995;0,261;1,200;0,209;0,506;4,499;0,242;1,200;0,838;0,681;4,499;0,251;1,200;-0,471;-0,384;4,500;0,237;1,200;-0,419;0,192;4,601;0,242;1,200;-1,047;-0,175;4,601;0,236;1,200;-1,414;-0,611;4,601;0,228;1,200;-0,977;-0,611;4,550;0,231;1,200;-0,297;0,209;4,550;0,232;1,200;1,379;0,663;4,550;0,257;1,200;-0,681;-0,803;4,521;0,230;1,200;-0,716;-0,681;4,521;0,234;1,200;0,890;0,908;4,521;0,246;1,200;1,326;0,942;4,507;0,255;1,200;1,274;0,349;4,507;0,257;1,200;1,030;0,105;4,507;0,249
1,250;0,052;0,419;3,999;0,248;1,250;1,641;1,396;3,999;0,248;1,250;1,466;1,379;3,999;0,243;1,250;-1,396;0,122;4,747;0,240;1,250;0,593;0,000;4,747;0,254;1,250;-0,733;0,017;4,747;0,244;1,250;-0,995;0,419;4,995;0,245;1,250;0,175;0,070;4,995;0,246;1,250;1,571;-0,314;4,995;0,262;1,250;0,541;0,367;4,499;0,241;1,250;1,065;0,419;4,499;0,256;1,250;-0,785;-0,279;4,499;0,235;1,250;0,017;0,105;4,601;0,248;1,250;-0,733;-0,052;4,601;0,238;1,250;-1,134;-0,367;4,601;0,220;1,250;-1,012;-0,297;4,550;0,232;1,250;0,035;0,209;4,550;0,244;1,250;1,414;0,367;4,550;0,259;1,250;-0,873;-0,646;4,521;0,236;1,250;-0,908;-0,419;4,521;0,228;1,250;1,082;0,646;4,521;0,253;1,250;1,466;0,646;4,507;0,257;1,250;0,977;0,175;4,507;0,248;1,250;0,646;0,017;4,507;0,243
1,300;0,000;0,262;3,999;0,244;1,300;1,536;1,134;3,999;0,248;1,300;1,466;1,134;3,999;0,247;1,300;-1,239;0,419;4,747;0,242;1,300;0,157;-0,017;4,747;0,251;1,300;-0,279;0,017;4,747;0,245;1,300;-1,187;0,750;4,995;0,239;1,300;-0,297;0,192;4,995;0,242;1,300;1,012;-0,419;4,995;0,255;1,300;0,838;0,157;4,500;0,251;1,300;1,204;0,140;4,500;0,256;1,300;-1,047;-0,105;4,499;0,233;1,300;0,454;-0,087;4,601;0,252;1,300;-0,349;0,000;4,601;0,243;1,300;-0,803;-0,175;4,601;0,227;1,300;-0,942;0,000;4,550;0,234;1,300;0,384;0,105;4,550;0,239;1,300;1,344;0,087;4,550;0,258;1,300;-1,030;-0,436;4,521;0,235;1,300;-1,030;-0,122;4,521;0,229;1,300;1,204;0,367;4,521;0,261;1,300;1,501;0,367;4,507;0,259;1,300;0,628;0,052;4,507;0,245;1,300;0,227;0,000;4,507;0,237
1,350;-0,070;0,122;3,999;0,242;1,350;1,361;0,873;3,999;0,250;1,350;1,379;0,890;3,999;0,249;1,350;-0,977;0,681;4,747;0,242;1,350;-0,314;0,017;4,747;0,245;1,350;0,209;-0,070;4,747;0,250;1,350;-1,326;1,082;4,995;0,240;1,350;-0,750;0,401;4,995;0,242;1,350;0,401;-0,436;4,995;0,250;1,350;1,082;-0,105;4,499;0,252;1,350;1,257;-0,175;4,500;0,260;1,350;-1,274;0,105;4,499;0,233;1,350;0,855;-0,314;4,601;0,255;1,350;0,052;-0,035;4,601;0,243;1,350;-0,419;-0,052;4,601;0,243;1,350;-0,785;0,279;4,550;0,234;1,350;0,716;-0,070;4,550;0,249;1,350;1,187;-0,157;4,550;0,256;1,350;-1,117;-0,192;4,521;0,230;1,350;-1,047;0,175;4,521;0,232;1,350;1,239;0,070;4,521;0,255;1,350;1,431;0,070;4,507;0,263;1,350;0,227;-0,017;4,507;0,240;1,350;-0,227;0,035;4,507;0,235
1,400;-0,122;0,035;3,999;0,243;1,400;1,117;0,628;3,999;0,245;1,400;1,204;0,628;3,999;0,250;1,400;-0,646;0,855;4,747;0,245;1,400;-0,785;0,140;4,747;0,246;1,400;0,716;-0,244;4,747;0,253;1,400;-1,344;1,431;4,995;0,243;1,400;-1,187;0,646;4,995;0,238;1,400;-0,244;-0,384;4,995;0,246;1,400;1,257;-0,384;4,500;0,257;1,400;1,222;-0,454;4,500;0,261;1,400;-1,414;0,367;4,499;0,233;1,400;1,204;-0,611;4,601;0,260;1,400;0,489;-0,157;4,601;0,246;1,400;0,017;0,017;4,601;0,226;1,400;-0,559;0,489;4,550;0,234;1,400;1,012;-0,297;4,550;0,247;1,400;0,925;-0,367;4,550;0,254;1,400;-1,152;0,070;4,521;0,227;1,400;-0,960;0,489;4,521;0,229;1,400;1,169;-0,227;4,521;0,252;1,400;1,257;-0,192;4,507;0,256;1,400;-0,192;-0,017;4,507;0,238;1,400;-0,681;0,122;4,507;0,233
1,450;-0,175;-0,017;3,999;0,233;1,450;0,803;0,384;3,999;0,248;1,450;0,942;0,367;3,999;0,251;1,450;-0,227;0,960;4,747;0,247;1,450;-1,222;0,297;4,747;0,241;1,450;1,204;-0,489;4,747;0,259;1,450;-1,274;1,745;4,995;0,243;1,450;-1,571;0,960;4,995;0,240;1,450;-0,873;-0,262;4,995;0,241;1,450;1,361;-0,681;4,500;0,259;1,450;1,082;-0,733;4,500;0,261;1,450;-1,466;0,646;4,499;0,232;1,450;1,484;-0,908;4,602;0,262;1,450;0,890;-0,367;4,601;0,250;1,450;0,471;0,000;4,601;0,240;1,450;-0,244;0,646;4,550;0,236;1,450;1,239;-0,559;4,550;0,252;1,450;0,593;-0,541;4,550;0,252;1,450;-1,100;0,349;4,521;0,224;1,450;-0,785;0,768;4,521;0,233;1,450;1,030;-0,489;4,521;0,252;1,450;0,995;-0,436;4,507;0,256;1,450;-0,611;0,017;4,507;0,235;1,450;-1,100;0,279;4,506;0,235
1,500;-0,227;-0,017;3,999;0,235;1,500;0,454;0,175;3,999;0,249;1,500;0,593;0,122;3,999;0,248;1,500;0,244;0,960;4,747;0,249;1,500;-1,606;0,524;4,747;0,240;1,500;1,623;-0,768;4,747;0,261;1,500;-1,117;2,025;4,995;0,243;1,500;-1,868;1,292;4,995;0,240;1,500;-1,484;-0,070;4,995;0,244;1,500;1,344;-0,977;4,500;0,261;1,500;0,855;-0,977;4,500;0,259;1,500;-1,431;0,960;4,499;0,234;1,500;1,658;-1,222;4,602;0,262;1,500;1,274;-0,611;4,601;0,253;1,500;0,925;-0,087;4,601;0,240;1,500;0,122;0,733;4,550;0,239;1,500;1,414;-0,855;4,550;0,254;1,500;0,175;-0,663;4,550;0,246;1,500;-0,995;0,646;4,521;0,228;1,500;-0,541;1,030;4,521;0,231;1,500;0,803;-0,733;4,521;0,252;1,500;0,663;-0,628;4,507;0,253;1,500;-1,030;0,122;4,507;0,231;1,500;-1,484;0,471;4,506;0,231
1,550;-0,279;0,017;3,999;0,231;1,550;0,052;-0,017;3,999;0,244;1,550;0,192;-0,087;3,999;0,246;1,550;0,750;0,873;4,747;0,254;1,550;-1,920;0,803;4,747;0,239;1,550;1,972;-1,082;4,747;0,269;1,550;-0,873;2,199;4,995;0,244;1,550;-2,077;1,641;4,995;0,241;1,550;-1,990;0,192;4,995;0,242;1,550;1,239;-1,257;4,500;0,259;1,550;0,559;-1,187;4,500;0,253;1,550;-1,292;1,274;4,499;0,233;1,550;1,710;-1,518;4,602;0,263;1,550;1,588;-0,908;4,601;0,258;1,550;1,361;-0,227;4,601;0,238;1,550;0,559;0,716;4,550;0,240;1,550;1,484;-1,152;4,550;0,259;1,550;-0,279;-0,716;4,550;0,244;1,550;-0,820;0,942;4,521;0,239;1,550;-0,227;1,222;4,521;0,233;1,550;0,506;-0,942;4,521;0,252;1,550;0,244;-0,785;4,507;0,252;1,550;-1,414;0,279;4,507;0,234;1,550;-1,798;0,716;4,506;0,233
1,600;-0,314;0,105;3,999;0,232;1,600;-0,349;-0,157;3,999;0,240;1,600;-0,244;-0,279;3,999;0,241;1,600;1,257;0,681;4,747;0,258;1,600;-2,129;1,100;4,747;0,237;1,600;2,217;-1,396;4,747;0,267;1,600;-0,541;2,286;4,995;0,248;1,600;-2,147;1,972;4,995;0,237;1,600;-2,426;0,489;4,995;0,240;1,600;1,047;-1,501;4,500;0,259;1,600;0,175;-1,344;4,500;0,251;1,600;-1,082;1,553;4,499;0,231;1,600;1,641;-1,780;4,602;0,263;1,600;1,815;-1,222;4,601;0,260;1,600;1,728;-0,436;4,601;0,247;1,600;1,030;0,628;4,550;0,245;1,600;1,466;-1,431;4,550;0,256;1,600;-0,768;-0,716;4,550;0,239;1,600;-0,593;1,187;4,521;0,226;1,600;0,157;1,344;4,521;0,234;1,600;0,140;-1,117;4,521;0,248;1,600;-0,209;-0,890;4,507;0,247;1,600;-1,728;0,471;4,507;0,228;1,600;-2,007;0,995;4,506;0,227
